placeId,place_name,introduction,category_name,categoryId,latitude,longitude,postcode,thumbnail_url,tags,province_Id,province_name,district_Id,district_name,sub_district_Id,sub_district_name,updated_at
P03006141,พระพุทธบาทถ้ำผาบิ้ง,กรมศิลปากรจดทะเบียนเป็นโบราณสถานพร้อมกับพระธาตุศรีสองรัก เมื่อ พ.ศ. 2498 เมื่อนักท่องเที่ยวเดินเข้าไปในถ้ำจะมองเห็นพระพุทธบาทขนาดใหญ่อยู่บนเพดานถ้ำ ลวดลายและนิ้วพระบาทไม่ปรากฏเด่นชัด,สถานที่ท่องเที่ยว,3,17.23399,101.73728,42130.0,h,,576,เลย,4209.0,วังสะพุง,5069.0,ผาบิ้ง,2024-07-16T20:03:33.560Z
P03010237,ยอดภูเรือ,,สถานที่ท่องเที่ยว,3,17.51409,101.34505,42160.0,h,,576,เลย,4207.0,ภูเรือ,5048.0,หนองบัว,2024-07-16T20:03:31.157Z
P03011360,ภูป่าเปาะ ฟูจิเมืองไทย,"ชมวิวแบบพาโนราม่าแบบ 360 องศา ณ ""ภูป่าเปาะ"" เมืองเลย 
 ",สถานที่ท่องเที่ยว,3,17.03393,101.72165,42190.0,h,ภูป่าเปาะ,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-07-16T20:03:29.749Z
P03005041,พระธาตุสัจจะ,องค์ประกอบของพระธาตุสัจจะ ประกอบด้วยดอกบัวบานมีกลีบ 3 ชั้น สูงประมาณ 1 เมตร ตั้งอยู่รอบองค์พระธาตุสัจจะ มีสัญลักษณ์คล้ายคลึงกับพระธาตุพนม มีเศวตฉัตร 7 ชั้น ประดิษฐานไว้บนยอดสุดของพระธาตุสัจจะ,สถานที่ท่องเที่ยว,3,17.64429,101.40715,42140.0,h,,576,เลย,4208.0,ท่าลี่,5054.0,ท่าลี่,2024-07-16T20:03:25.432Z
P03005459,วนอุทยานภูบ่อบิด,วนอุทยานภูบ่อบิด ตั้งอยู่ตำบลชัยพฤกษ์ อำเภอเมืองเลย มีพื้นที่ประมาณ 11.4 ตารางกิโลเมตร ครอบคลุมตำบลนาอาน ตำบลชัยพฤกษ์ และตำบลเมือง อำเภอเมืองเลย เป็นภูเขาที่มีความสูงจากระดับน้ำทะเลประมาณ 500-600 เมตร สภาพป่าส่วนใหญ่เป็นป่าเบญจพรรณแล้งและป่าไผ่,สถานที่ท่องเที่ยว,3,17.48371,101.75577,42000.0,h,,576,เลย,4201.0,เมืองเลย,5004.0,ชัยพฤกษ์,2024-07-16T20:03:23.701Z
P03012282,วัดสมเด็จภูเรือมิ่งเมือง,แวะชมสถาปัตยกรรมที่สร้างจากไม้สักทั้งหลัง วัดสมเด็จภูเรือมิ่งเมือง,สถานที่ท่องเที่ยว,3,17.455,101.35025,42160.0,h,,576,เลย,4207.0,ภูเรือ,5048.0,หนองบัว,2024-07-16T20:03:21.596Z
P03012590,วัดศรีคุณเมือง,อยู่ที่ถนนชายโขง ซอย 7 สร้างขึ้นเมื่อ พ.ศ. 2485 วัดนี้เป็นแหล่งรวมงานศิลปะทั้งแบบล้านนาและล้านช้างดังจะเห็นได้จากโบสถ์ ซึ่งหลังคาลดหลั่นอย่างศิลปะล้านนา ศิลปวัตถุที่สำคัญมีหลายชิ้น,สถานที่ท่องเที่ยว,3,17.89391,101.65264,42110.0,h,,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2024-07-16T20:03:20.306Z
P03004340,พระธาตุศรีสองรัก,พระธาตุศรีสองรักสร้างขึ้นถวายเป็นอุเทสิกเจดีย์ หมายถึง เจดีย์ที่สร้างขึ้นโดยเจตนาอุทิศให้พระพุทธศาสนา โดยไม่กำหนดว่าต้องเก็บรักษาสิ่งใด นอกจากนี้ยังถูกสร้างขึ้นเพื่อเป็นสักขีพยานในการช่วยเหลือกันระหว่างพระมหาจักรพรรดิแห่งกรุงศรีอยุธยาและพระเจ้าไชยเชษฐาธิราชแห่งอาณาจักรล้านช้าง,สถานที่ท่องเที่ยว,3,17.27,101.14079,42120.0,h,พระธาตุศรีสองรัก,576,เลย,4205.0,ด่านซ้าย,5026.0,ด่านซ้าย,2024-07-16T20:03:18.120Z
P03014346,อ่างเก็บน้ำห้วยน้ำหมานตอนบน หรือห้วยกระทิง,ตั้งอยู่ในพื้นที่ตำบลกกทองและตำบลน้ำหมาน ในความดูแลของวนอุทยานหริรักษ์ ,สถานที่ท่องเที่ยว,3,17.5071,101.62181,42000.0,h,,576,เลย,4201.0,เมืองเลย,4998.0,น้ำหมาน,2024-07-16T20:03:17.473Z
P03015331,น้ำตกตาดฮ้อง,,สถานที่ท่องเที่ยว,3,16.87506,101.79563,42180.0,h,,576,เลย,4210.0,ภูกระดึง,5076.0,ศรีฐาน,2024-07-16T20:03:16.226Z
P03025237,ภูพระ,ภูพระ  ตั้งอยู่บ้านหมากแข้ง ตำบลกกสะทอน อำเภอด่านซ้าย เป็นแหล่งท่องเที่ยว 1 ใน 25 แหล่ง ในแคมเปญ Unseen New Series ของ ททท. ลักษณะเป็นภูเขาลูกเล็ก ๆ ที่มีลานโล่งประดิษฐานพระพุทธรูปปูนปั้นปางสมาธิ ขนาดหน้าตักกว้าง 2.5 เมตร สูง 3 เมตร หนักกว่า 3 ตัน ตั้งเรียงกันหลายสิบองค์ บริเวณโดยรอบคือป่าชุมชนและพื้นที่เกษตรกรรมของชาวบ้าน ซึ่งปลูกข้าว ข้าวโพด และพืชไร่สลับหมุนเวียนกันตลอดทั้งปี,สถานที่ท่องเที่ยว,3,17.00778,101.10988,42120.0,h,,576,เลย,4205.0,ด่านซ้าย,5032.0,กกสะทอน,2024-07-16T20:03:12.320Z
P03013358,อุทยานแห่งชาติภูเรือ,อุทยานแห่งชาติภูเรือ มีพื้นที่ครอบคลุมตำบลหนองบัว อำเภอภูเรือ และอำเภอท่าลี่ มีเนื้อที่ประมาณ 121 ตารางกิโลเมตร ทิศเหนือติดกับสาธารณรัฐประชาธิปไตยประชาชนลาว ลักษณะภูมิประเทศเป็นภูเขาสูงประกอบด้วยเขาหินทรายและหินแกรนิต,สถานที่ท่องเที่ยว,3,17.48143,101.35174,42160.0,h,อุทยานแห่งชาติภูเรือ,576,เลย,4207.0,ภูเรือ,5048.0,หนองบัว,2024-07-16T20:03:12.097Z
P03003267,สวนหินผางาม,ตั้งอยู่บ้านผางาม ตำบลปวนพุ อำเภอหนองหิน เป็นสวนหินปูนอายุประมาณ 230-280 ล้านปี,สถานที่ท่องเที่ยว,3,17.05032,101.74364,42190.0,h,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-07-16T20:03:11.419Z
P03006643,อุทยานแห่งชาติภูกระดึง,เป็นแหล่งท่องเที่ยวทางธรรมชาติที่ได้รับความนิยมมากแห่งหนึ่งของเมืองไทยเพราะมีสภาพธรรมชาติสมบูรณ์ประกอบด้วยระบบนิเวศและภูมิประเทศหลากหลายทั้งทุ่งหญ้า ป่าสนเขา ป่าดิบ น้ำตกและหน้าผาชมทิวทัศน์,สถานที่ท่องเที่ยว,3,16.87124,101.84573,42180.0,h,ภูกระดึง,576,เลย,4210.0,ภูกระดึง,5076.0,ศรีฐาน,2024-07-16T20:03:05.385Z
P03006744,เขตรักษาพันธุ์สัตว์ป่าภูหลวง,ภูหลวงมีความหมายว่าเขาที่สูงใหญ่ หรือหมายถึงภูเขาของพระเจ้าแผ่นดิน จุดเด่นที่น่าสนใจ คือมีอุณหภูมิของอากาศที่หนาวเย็นตลอดทั้งปี,สถานที่ท่องเที่ยว,3,17.3629,101.50478,42160.0,h,,576,เลย,4207.0,ภูเรือ,5049.0,ท่าศาลา,2024-07-16T20:02:59.955Z
P03025243,ผาหนองและผาหมวก,ผาหนองและผาหมวก  ตั้งอยู่บ้านนาโพธิ์ ตำบลนาแห้ว อำเภอนาแห้ว ,สถานที่ท่องเที่ยว,3,17.50303,101.09007,42170.0,h,,576,เลย,4206.0,นาแห้ว,5043.0,นาแห้ว,2024-07-16T20:02:58.905Z
P03010971,ภูลมโล,ชมทุ่งดอกนางพญาเสือโคร่ง หรือซากุระเมืองไทย,สถานที่ท่องเที่ยว,3,16.98532,101.07583,42120.0,h,ภูลมโล,576,เลย,4205.0,ด่านซ้าย,5032.0,กกสะทอน,2024-07-16T20:02:42.609Z
P03025234,ภูค้อ,ภูค้อ จุดชมวิวทะเลหมอกและพระอาทิตย์ขึ้นที่สวยงามอีกแห่งของจังหวัดเลย,สถานที่ท่องเที่ยว,3,17.48079,101.0414,42170.0,h,ภูค้อ,576,เลย,4206.0,นาแห้ว,5043.0,นาแห้ว,2024-07-16T20:02:28.907Z
P03012600,สะพานมิตรภาพน้ำเหือง ไทย-ลาว,นักท่องเที่ยวสามารถข้ามสะพานไปเที่ยว สปป.ลาว ได้ที่ด่านพรมแดนบ้านนากระเช็ง ด่านศุลกากรท่าลี่ โดยคนไทยที่ข้ามไปเที่ยวเฉพาะร้านค้าชายแดนของลาวที่อยู่บริเวณสะพาน ไม่ต้องทำใบผ่านแดน,สถานที่ท่องเที่ยว,3,17.69138,101.39517,42140.0,h,,576,เลย,4208.0,ท่าลี่,5056.0,อาฮี,2024-07-16T20:02:26.826Z
P03005759,ผาหล่มสัก,เป็นจุดชมพระอาทิตย์ตกได้อย่างชัดเจนและงดงามมาก ซึ่งมีสนต้นหนึ่งขึ้นชิดริมผา ผาแห่งนี้ถือเป็นสัญลักษณ์ของภูกระดึง,สถานที่ท่องเที่ยว,3,16.85975,101.72667,42180.0,h,,576,เลย,4210.0,ภูกระดึง,5076.0,ศรีฐาน,2024-07-16T20:02:22.667Z
P03012281,ภูอีเลิศ,นั่งรถอีแต๊กชมธรรมชาติ พักแรมค้างคืน ลุ้นหมอกเช้าที่ภูอีเลิศ,สถานที่ท่องเที่ยว,3,17.4926,101.19457,42120.0,h,ภูอีเลิศ,576,เลย,4205.0,ด่านซ้าย,5027.0,ปากหมัน,2024-07-16T20:02:21.073Z
P03018378,บ้านพิพิธภัณฑ์ไทดำ นาป่าหนาด,,สถานที่ท่องเที่ยว,3,17.79981,101.73396,42110.0,h,,576,เลย,4203.0,เชียงคาน,5015.0,เขาแก้ว,2024-07-16T20:02:20.166Z
P03025239,ภูเก้าง้อม,,สถานที่ท่องเที่ยว,3,17.36287,101.0516,42170.0,h,,576,เลย,4206.0,นาแห้ว,5046.0,นามาลา,2024-07-16T20:02:08.753Z
P03022091,พระใหญ่ภูคกงิ้ว และ สกายวอล์กเชียงคาน,,สถานที่ท่องเที่ยว,3,17.81944,101.55432,42110.0,h,พระใหญ่ภูคกงิ้ว,576,เลย,4203.0,เชียงคาน,5016.0,ปากตม,2024-07-16T20:02:01.591Z
P03025544,วัดเนรมิตวิปัสสนา,,สถานที่ท่องเที่ยว,3,17.26396,101.14188,42120.0,h,วัดเนรมิตวิปัสสนา,576,เลย,4205.0,ด่านซ้าย,5026.0,ด่านซ้าย,2024-07-16T20:01:50.890Z
P03022144,ปางช้างเผือกเชียงคาน,,สถานที่ท่องเที่ยว,3,17.81474,101.55571,42110.0,h,,576,เลย,4203.0,เชียงคาน,5016.0,ปากตม,2024-07-16T20:01:49.755Z
P03025205,สกายวอร์ก เชียงคาน,,สถานที่ท่องเที่ยว,3,17.81969,101.55435,42110.0,h,,576,เลย,4203.0,เชียงคาน,5016.0,ปากตม,2024-07-16T20:01:44.179Z
P03013089,พระพุทธบาทภูควายเงิน,,สถานที่ท่องเที่ยว,3,17.89793,101.74977,42110.0,h,,576,เลย,4203.0,เชียงคาน,5017.0,บุฮม,2024-07-16T20:01:40.395Z
P03025244,หลังแป,เป็นจุดแรกที่นักท่องเที่ยวจะได้สัมผัสเมื่อเดินขึ้นมาถึงยอดภูกระดึง ลักษณะเป็นลานกว้างและป่าสน มีป้ายที่เขียนว่า “ครั้งหนึ่งในชีวิต เราคือผู้พิชิตภูกระดึง” ให้นักท่องเที่ยวได้ถ่ายรูปเป็นที่ระลึก,สถานที่ท่องเที่ยว,3,16.87104,101.80852,42180.0,h,,576,เลย,4210.0,ภูกระดึง,5076.0,ศรีฐาน,2024-07-16T20:01:38.873Z
P03012594,พิพิธภัณฑ์ผีตาโขนวัดโพนชัย,ตั้งอยู่ในวัดโพนชัย ถนนแก้วอาสา ห่างจากอำเภอด่านซ้ายประมาณ 2 กิโลเมตร ตัวพิพิธภัณฑ์เป็นบ้านเรือนไม้,สถานที่ท่องเที่ยว,3,17.27447,101.14908,42120.0,h,,576,เลย,4205.0,ด่านซ้าย,5026.0,ด่านซ้าย,2024-07-16T20:01:37.887Z
P03014345,สวนลุงวุฒิ ฟาร์มกล้วยไม้ ,,สถานที่ท่องเที่ยว,3,17.45883,101.39765,42160.0,h,,576,เลย,4207.0,ภูเรือ,5048.0,หนองบัว,2024-07-16T20:01:29.598Z
P03012591,แก่งคุดคู้,เป็นแก่งหินใหญ่ขวางอยู่กลางลำน้ำโขง ในช่วงโค้งของลำน้ำโขงพอดี ทำให้เกิดกระแสน้ำเชี่ยวไหลผ่านแก่ง ในฤดูปริมาณน้ำจะสูงท่วมจนมองไม่เห็นแก่ง เวลาที่เหมาะจะชมแก่งคุดคู้คือเดือนกุมภาพันธ์ถึงเดือนพฤษภาคม,สถานที่ท่องเที่ยว,3,17.90685,101.70202,42110.0,h,แก่งคุดคู้,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2024-07-16T20:01:26.005Z
P03025238,วนอุทยานหริรักษ์,"ตั้งอยู่ตำบลน้ำหมาน อำเภอเมืองเลย เป็นอ่างเก็บน้ำสันเขื่อนดินบนเนื้อที่ 1,500 ไร่ (2.4 ตารางกิโลเมตร) สภาพพื้นที่โดยรอบเป็นป่าเบญจพรรณผสมป่าไผ่ รายล้อมด้วยภูเขาลูกเล็กหลายลูก บริเวณศูนย์บริการนักท่องเที่ยวมีลานกางเต็นท์และห้องน้ำให้บริการ",สถานที่ท่องเที่ยว,3,17.5083,101.61461,42000.0,h,,576,เลย,4201.0,เมืองเลย,4998.0,น้ำหมาน,2024-07-16T20:01:25.372Z
P03000601,วัดศรีโพธิ์ชัย,"เป็นวัดเก่าแก่ของบ้านแสงภาที่มีอายุมากกว่า 400 ปี มีงาน ""แห่ต้นดอกไม้"" ตามประเพณีท้องถิ่นที่สืบทอดกันมาหลายร้อยปี",สถานที่ท่องเที่ยว,3,17.4917,100.99758,42170.0,h,,576,เลย,4206.0,นาแห้ว,5044.0,แสงภา,2024-07-16T20:00:50.874Z
P03012599,น้ำตกปลาบ่า (น้ำตกตาดสาน),เป็นน้ำตกที่ตกมาจากแผ่นหินขนาดใหญ่ลงสู่แอ่งน้ำเบื้องล่างเหมาะสำหรับเล่นน้ำและนั่งพักผ่อนรับประทานอาหาร บริเวณน้ำตกยังไม่มีร้านอาหาร,สถานที่ท่องเที่ยว,3,17.39163,101.37074,42160.0,h,,576,เลย,4207.0,ภูเรือ,5051.0,ปลาบ่า,2024-07-09T20:00:08.743Z
P03001690,วัดมหาธาตุ,,สถานที่ท่องเที่ยว,3,17.89537,101.65708,42110.0,h,,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2024-07-09T20:00:08.053Z
P03005897,น้ำตกธารสวรรค์,ห่างจากอำเภอประมาณ 2 กิโลเมตร น้ำตกแห่งนี้มีความสูงประมาณ 15 เมตร บริเวณน้ำตกมีศาลาสำหรับพักผ่อน ตอนล่างมีก้อนหินน้อยใหญ่เรียงราย มีสาหร่ายและพันธุ์ไม้นานาชนิดขึ้นบริเวณริมฝั่งสองข้างทาง,สถานที่ท่องเที่ยว,3,17.49097,101.05951,42170.0,h,,576,เลย,4206.0,นาแห้ว,5043.0,นาแห้ว,2024-07-09T20:00:07.768Z
P03006383,น้ำตกตาดเหือง (น้ำตกไทย-ลาว),อยู่ห่างจากอำเภอประมาณ 25 กิโลเมตร บริเวณบ้านบ่อเหมืองน้อย เป็นน้ำตกที่มีขนาดใหญ่และสูงมาก เกิดจากลำน้ำเหือง บริเวณรอบ ๆ เป็นป่าทึบที่มีความอุดมสมบูรณ์,สถานที่ท่องเที่ยว,3,17.56609,100.99178,42170.0,h,,576,เลย,4206.0,นาแห้ว,5044.0,แสงภา,2024-07-09T20:00:07.468Z
P03012589,ถ้ำโพธิสัตว์ (กุ้ยหลินเมืองไทย),ถ้ำแห่งนี้มีถ้ำเล็กถ้ำน้อยเรียงรายอยู่ใต้ยอดเขาทั้งหมด 15 คูหา แต่ละคูหามีชื่อเรียกต่าง ๆ กัน เช่น เขาวงกต ถ้ำลับแล สวรรค์ชั้นต่าง ๆ เป็นต้น,สถานที่ท่องเที่ยว,3,17.08759,101.78165,42190.0,h,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-07-09T20:00:06.760Z
P03014045,น้ำตกเพียงดิน (น้ำตกวิสุทธารา),อยู่เลยสวนหินไป 2 กิโลเมตร น้ำตกเพียงดินเป็นน้ำตกขนาดกลาง แต่มีหลายชั้น บางชั้นก็ต้องปีนป่าย บางชั้นก็มีน้ำใสไหลเป็นแอ่ง ลงเล่นน้ำได้ไม่อันตราย บรรยากาศโดยรอบร่มรื่น เหมาะสำหรับพักผ่อน นั่งรับประทานอาหาร,สถานที่ท่องเที่ยว,3,17.06624,101.74773,42190.0,h,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-07-01T20:02:13.648Z
P03014046,สวนหินผางาม (คุนหมิงเมืองเลย),อยู่ที่บ้านผางาม หมู่ 10 ตำบลปวนพุ จากกิ่งอำเภอหนองหินเข้าไปประมาณ 18 กิโลเมตร สวนหินผางาม ภายในมีเส้นทางเดินสลับซับซ้อน บางช่วงดูลึกลับน่าตื่นเต้นคล้ายกับผจญภัยอยู่ในเขาวงกต บางช่วงต้องปีนป่ายเพิงหิน,สถานที่ท่องเที่ยว,3,17.05032,101.74364,42190.0,h,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-07-01T20:02:04.473Z
P03014043,กลุ่มทอผ้าไทเลยบ้านก้างปลา,อยู่ที่บ้านก้างปลา มีการรวมตัวกันทอผ้าไทเลย ซึ่งเป็นเอกลักษณ์ของจังหวัด มีการสาธิตการทอผ้า และเลือกซื้อผลิตภัณฑ์ เช่น ผ้าผืน เสื้อบุรุษ ชุดสตรี ผ้าขาวม้า กระเป๋า เป็นต้น,สถานที่ท่องเที่ยว,3,17.52969,101.73695,42000.0,h,,576,เลย,4201.0,เมืองเลย,5004.0,ชัยพฤกษ์,2024-07-01T20:00:18.274Z
P03025235,ถนนคนเดินเชียงคาน (ถนนชายโขง),"ด้วยระยะความยาวกว่า 1,200 เมตร ตลอดเส้นทางของถนนคนเดินเชียงคาน จังหวัดเลยแห่งนี้ เต็มไปด้วยร่องรอยของเสน่ห์มนต์ขลังความเก่าแก่ของวิถีชีวิตผู้คนในสมัยก่อน ที่ปัจจุบันถือว่าเป็นภาพที่หาชมได้ยาก ของกิน ของใช้และของที่ระลึกมากมายถูกนำมาวางขายกันอย่างแน่นขนัด",สถานที่ท่องเที่ยว,3,17.89708,101.66086,42110.0,h,ถนนคนเดินเชียงคาน,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2024-06-22T20:02:33.815Z
P03025236,ภูทอก,,สถานที่ท่องเที่ยว,3,17.86917,101.68194,42110.0,h,,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2024-06-22T20:01:57.734Z
P03018508,ชมรมการท่องเที่ยวเชิงอนุรักษ์ภูป่าเปาะ (องค์กรสวัสดิการชุมชน),,สถานที่ท่องเที่ยว,3,17.03376,101.72197,42190.0,h,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-06-22T20:01:53.201Z
P03005712,น้ำตกสวนห้อม (น้ำตกสันติธารา),,สถานที่ท่องเที่ยว,3,17.04687,101.76111,42190.0,,,576,เลย,4214.0,หนองหิน,5104.0,ปวนพุ,2024-06-22T20:01:36.148Z
P03003203,วนอุทยานภูผาล้อม,,สถานที่ท่องเที่ยว,3,17.55503,101.86949,42000.0,,,576,เลย,4201.0,เมืองเลย,5003.0,น้ำสวย,2024-06-03T20:04:18.950Z
P03004525,วนอุทยานน้ำตกห้วยเลา,,สถานที่ท่องเที่ยว,3,17.06519,101.70368,42230.0,,,576,เลย,4211.0,ภูหลวง,5092.0,แก่งศรีภูมิ,2024-06-03T20:00:53.539Z
P03001215,น้ำตกห้วยไผ่,,สถานที่ท่องเที่ยว,3,17.47275,101.32848,42160.0,,,576,เลย,4207.0,ภูเรือ,5048.0,หนองบัว,2024-06-03T20:00:23.314Z
P03015321,ศูนย์ศิลป์สิรินธร,,สถานที่ท่องเที่ยว,3,17.30103,101.78981,42130.0,,,576,เลย,4209.0,วังสะพุง,5072.0,ศรีสงคราม,2024-06-02T20:00:15.994Z
P03009755,ถ้ำประกายเพชร,,สถานที่ท่องเที่ยว,3,17.54493,101.91377,42210.0,,,576,เลย,4202.0,นาด้วง,5009.0,นาดอกคำ,2024-06-02T20:00:11.484Z
P03015330,ถ้ำผายา,,สถานที่ท่องเที่ยว,3,17.46734,101.84249,42000.0,,,576,เลย,4201.0,เมืองเลย,5002.0,นาดินดำ,2024-05-31T20:00:40.935Z
P03015328,บริษัท ที เอส เอ จำกัด,อยู่ที่บ้านกกโพธิ์ ผลิตไม้ดอกไม้ประดับ พืชผักต่าง ๆ เพื่อเพาะเมล็ดสำหรับจำหน่าย ภายในบริเวณสามารถเที่ยวชมแปลงไม้ดอกเมืองหนาวนานาพันธุ์ที่สวยงามได้ โดยเฉพาะในช่วงเดือนพฤศจิกายน-มกราคม,สถานที่ท่องเที่ยว,3,17.42575655,101.3012195,42160.0,,,576,เลย,4207.0,ภูเรือ,5050.0,ร่องจิก,2023-03-02T15:59:58.142Z
P03018178,ถนนคนเดิน (ถนนชายโขง),"เมืองเชียงคานได้ชื่อว่ามีถนนคนเดินสุดคลาสสิก คือ ""ถนนชายโขง"" สองฝั่งถนนเต็มไปด้วยบ้านไม้เก่าอายุกว่า 100 ปี",สถานที่ท่องเที่ยว,3,17.896813,101.659,42110.0,h,,576,เลย,4203.0,เชียงคาน,5012.0,เชียงคาน,2023-03-02T15:57:57.402Z
